tier,name,hability_1,hability_2,hidden_hability,HP,Atk,Def,SpA,SpD,Spe,BST
OU,Corviknight,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495
AG,Corviknight-Gmax,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495
LC,Blipbug,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,180
NFE,Dottler,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,335
(PU),Orbeetle,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505
AG,Orbeetle-Gmax,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505
LC,Nickit,Run Away,Unburden,Stakeout,40,28,28,47,52,50,245
(PU),Thievul,Run Away,Unburden,Stakeout,70,58,58,87,92,90,455
LC,Gossifleur,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,250
PU,Eldegoss,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,460
LC,Wooloo,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,270
(PU),Dubwool,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,490
LC,Chewtle,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,284
(PU),Drednaw,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485
AG,Drednaw-Gmax,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485
LC,Yamper,Ball Fetch,Rattled,,59,45,50,40,50,26,270
(PU),Boltund,Strong Jaw,Competitive,,69,90,60,90,60,121,490
LC,Rolycoly,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,240
NFE,Carkol,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,410
(PU),Coalossal,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510
AG,Coalossal-Gmax,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510
LC,Applin,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,260
(PU),Flapple,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485
AG,Flapple-Gmax,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485
(PU),Appletun,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485
AG,Appletun-Gmax,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485
LC,Silicobra,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,315
PU,Sandaconda,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510
AG,Sandaconda-Gmax,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510
(PU),Cramorant,Gulp Missile,,,70,85,55,85,95,85,475
(PU),Cramorant-Gulping,Gulp Missile,,,70,85,55,85,95,85,475
(PU),Cramorant-Gorging,Gulp Missile,,,70,85,55,85,95,85,475
LC,Arrokuda,Swift Swim,Propeller Tail,,41,63,40,40,30,66,280
OU,Barraskewda,Swift Swim,Propeller Tail,,61,123,60,60,50,136,490
LC,Toxel,Rattled,Static,Klutz,40,38,35,54,35,40,242
RU,Toxtricity,Punk Rock,Plus,Technician,75,98,70,114,70,75,502
RU,Toxtricity-Low-Key,Punk Rock,Minus,Technician,75,98,70,114,70,75,502
AG,Toxtricity-Gmax,Punk Rock,Plus,Technician,75,98,70,114,70,75,502
AG,Toxtricity-Low-Key-Gmax,Punk Rock,Minus,Technician,75,98,70,114,70,75,502
LC,Sizzlipede,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,305
(PU),Centiskorch,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525
AG,Centiskorch-Gmax,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525
LC,Clobbopus,Limber,Technician,,50,68,60,50,50,32,310
(PU),Grapploct,Limber,Technician,,80,118,90,70,80,42,480
LC,Sinistea,Weak Armor,Cursed Body,,40,45,45,74,54,50,308
LC,Sinistea-Antique,Weak Armor,Cursed Body,,40,45,45,74,54,50,308
RU,Polteageist,Weak Armor,Cursed Body,,60,65,65,134,114,70,508
RU,Polteageist-Antique,Weak Armor,Cursed Body,,60,65,65,134,114,70,508
LC,Hatenna,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,265
NFE,Hattrem,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,370
UU,Hatterene,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510
AG,Hatterene-Gmax,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510
LC,Impidimp,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265
NFE,Morgrem,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370
NU,Grimmsnarl,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510
AG,Grimmsnarl-Gmax,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510
RUBL,Obstagoon,Reckless,Guts,Defiant,93,90,101,60,81,95,520
PU,Perrserker,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,440
(PU),Cursola,Weak Armor,Perish Body,,60,95,50,145,130,30,510
NU,Sirfetch’d,Steadfast,Scrappy,,62,135,95,68,82,65,507
(PU),Mr. Rime,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,520
(PU),Runerigus,Wandering Spirit,,,58,95,145,50,105,30,483
LC,Milcery,Sweet Veil,Aroma Veil,,45,40,40,50,61,34,270
(PU),Alcremie,Sweet Veil,Aroma Veil,,65,60,75,110,121,64,495
AG,Alcremie-Gmax,Sweet Veil,Aroma Veil,,65,60,75,110,121,64,495
(PU),Falinks,Battle Armor,Defiant,,65,100,100,70,60,75,470
(PU),Pincurchin,Lightning Rod,Electric Surge,,48,101,95,91,85,15,435
LC,Snom,Shield Dust,Ice Scales,,30,25,35,45,30,20,185
PU,Frosmoth,Shield Dust,Ice Scales,,70,65,60,125,90,65,475
(PU),Stonjourner,Power Spot,,,100,125,135,20,20,70,470
(PU),Eiscue,Ice Face,,,75,80,110,65,90,50,470
(PU),Eiscue-Noice,Ice Face,,,75,80,70,65,50,130,470
NUBL,Indeedee,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,475
NU,Indeedee-F,Own Tempo,Synchronize,Psychic Surge,70,55,65,95,105,85,475
(PU),Morpeko,Hunger Switch,,,58,95,58,70,58,97,436
(PU),Morpeko-Hangry,Hunger Switch,,,58,95,58,70,58,97,436
LC,Cufant,Sheer Force,Heavy Metal,,72,80,49,40,49,40,330
NU,Copperajah,Sheer Force,Heavy Metal,,122,130,69,80,69,30,500
AG,Copperajah-Gmax,Sheer Force,Heavy Metal,,122,130,69,80,69,30,500
UUBL,Dracozolt,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75,505
UUBL,Arctozolt,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55,505
Uber,Dracovish,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,505
(PU),Arctovish,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,505
PUBL,Duraludon,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535
AG,Duraludon-Gmax,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535
LC,Dreepy,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,270
NFE,Drakloak,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,410
OU,Dragapult,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142,600
AG,Zacian,Intrepid Sword,,,92,130,115,80,115,138,670
AG,Zacian-Crowned,Intrepid Sword,,,92,170,115,80,115,148,720
Uber,Zamazenta,Dauntless Shield,,,92,130,115,80,115,138,670
Uber,Zamazenta-Crowned,Dauntless Shield,,,92,130,145,80,145,128,720
Uber,Eternatus,Pressure,,,140,85,95,145,95,130,690
Illegal,Eternatus-Eternamax,Pressure,,,255,115,250,125,250,130,1125
NFE,Kubfu,Inner Focus,,,60,90,60,53,50,72,385
Uber,Urshifu,Unseen Fist,,,100,130,100,63,60,97,550
OU,Urshifu-Rapid-Strike,Unseen Fist,,,100,130,100,63,60,97,550
AG,Urshifu-Gmax,Unseen Fist,,,100,130,100,63,60,97,550
AG,Urshifu-Rapid-Strike-Gmax,Unseen Fist,,,100,130,100,63,60,97,550
UU,Zarude,Leaf Guard,,,105,120,105,70,95,105,600
UU,Zarude-Dada,Leaf Guard,,,105,120,105,70,95,105,600
OU,Regieleki,Transistor,,,80,100,50,100,50,200,580
NUBL,Regidrago,Dragon's Maw,,,200,100,50,100,50,80,580
PU,Glastrier,Chilling Neigh,,,100,145,130,65,110,30,580
Uber,Spectrier,Grim Neigh,,,100,65,60,145,80,130,580
(PU),Calyrex,Unnerve,,,100,80,80,80,80,80,500
Uber,Calyrex-Ice,As One (Glastrier),,,100,165,150,85,130,50,680
Uber,Calyrex-Shadow,As One (Spectrier),,,100,85,80,165,100,150,680
Illegal,Wyrdeer,Intimidate,Frisk,Sap Sipper,103,105,72,105,75,65,525
Illegal,Kleavor,Swarm,Sheer Force,Steadfast,70,135,95,45,70,85,500
Illegal,Ursaluna,Guts,Bulletproof,Unnerve,130,140,105,45,80,50,550
Illegal,Basculegion,Rattled,Adaptability,Mold Breaker,120,112,65,80,75,78,530
Illegal,Basculegion-F,Rattled,Adaptability,Mold Breaker,120,92,65,100,75,78,530
Illegal,Sneasler,Pressure,Poison Touch,,80,130,60,40,80,120,510
Illegal,Overqwil,Poison Point,Swift Swim,Intimidate,85,115,95,65,65,85,510
Illegal,Enamorus,Healer,Contrary,,74,115,70,135,80,106,580
Illegal,Enamorus-Therian,Overcoat,,,74,115,110,135,100,46,580
Illegal,MissingNo.,,,,33,136,0,6,6,29,210
CAP LC,Syclar,Compound Eyes,Snow Cloak,Ice Body,40,76,45,74,39,91,365
CAP,Syclant,Compound Eyes,Mountaineer,Ice Body,70,116,70,114,64,121,555
CAP,Revenankh,Shed Skin,Air Lock,Triage,90,105,90,65,110,65,525
CAP LC,Embirch,Reckless,Leaf Guard,Chlorophyll,60,40,55,65,40,60,320
CAP NFE,Flarelm,Rock Head,Battle Armor,White Smoke,90,50,95,75,70,40,420
CAP,Pyroak,Rock Head,Battle Armor,Contrary,120,70,105,75,90,60,520
CAP LC,Breezi,Unburden,Own Tempo,Frisk,50,46,69,60,50,75,350
CAP,Fidgit,Persistent,Vital Spirit,Frisk,95,76,109,90,80,105,555
CAP LC,Rebble,Levitate,Solid Rock,Sniper,45,25,65,75,55,80,345
CAP NFE,Tactite,Levitate,Technician,Sniper,70,40,65,100,65,95,435
CAP,Stratagem,Levitate,Technician,Sniper,90,60,65,120,70,130,535
CAP LC,Privatyke,Unaware,Technician,,65,75,65,40,60,45,350
CAP,Arghonaut,Unaware,Technician,,105,110,95,70,100,75,555
CAP,Kitsunoh,Frisk,Limber,Iron Fist,80,103,85,55,80,110,513
CAP,Cyclohm,Shield Dust,Static,Damp,108,60,118,112,70,80,548
CAP,Colossoil,Rebound,Guts,Unnerve,133,122,72,71,72,95,565
CAP,Krilowatt,Trace,Magic Guard,Minus,151,84,73,83,74,105,570
CAP LC,Voodoll,Volt Absorb,Lightning Rod,Cursed Body,55,40,55,75,50,70,345
CAP,Voodoom,Volt Absorb,Lightning Rod,Cursed Body,90,85,80,130,80,110,575
CAP LC,Scratchet,Scrappy,Prankster,Vital Spirit,55,85,80,20,70,40,350
CAP,Tomohawk,Intimidate,Prankster,Justified,105,60,90,115,80,85,535
CAP LC,Necturine,Anticipation,Telepathy,,49,55,60,50,75,51,340
CAP,Necturna,Forewarn,Telepathy,,64,120,100,85,120,58,547
CAP,Mollux,Dry Skin,Illuminate,,95,45,83,131,105,76,535
CAP LC,Cupra,Shield Dust,Keen Eye,Magic Guard,50,60,49,67,30,44,300
CAP NFE,Argalis,Shed Skin,Compound Eyes,Overcoat,60,90,89,87,40,54,420
CAP,Aurumoth,Weak Armor,No Guard,Light Metal,110,120,99,117,60,94,600
CAP LC,Brattler,Harvest,Infiltrator,Rattled,80,70,40,20,90,30,330
CAP,Malaconda,Harvest,Infiltrator,Drought,115,100,60,40,130,55,500
CAP LC,Cawdet,Keen Eye,Volt Absorb,Big Pecks,35,72,85,40,55,88,375
CAP,Cawmodore,Intimidate,Volt Absorb,Big Pecks,50,92,130,65,75,118,530
CAP LC,Volkritter,Anticipation,Infiltrator,Unnerve,60,30,50,80,60,70,350
CAP,Volkraken,Analytic,Infiltrator,Pressure,100,45,80,135,100,95,555
CAP LC,Snugglow,Storm Drain,Vital Spirit,Telepathy,40,37,79,91,68,70,385
CAP,Plasmanta,Storm Drain,Vital Spirit,Telepathy,60,57,119,131,98,100,565
CAP LC,Floatoy,Water Veil,Heatproof,Swift Swim,48,70,40,70,30,77,335
CAP NFE,Caimanoe,Water Veil,Heatproof,Light Metal,73,85,65,80,40,87,430
CAP,Naviathan,Guts,Heatproof,Light Metal,103,110,90,95,65,97,560
CAP,Crucibelle,Regenerator,Mold Breaker,Liquid Ooze,106,105,65,75,85,104,540
CAP,Crucibelle-Mega,Magic Guard,,,106,135,75,91,125,108,640
CAP LC,Pluffle,Natural Cure,Aroma Veil,Friend Guard,74,38,51,65,78,49,355
CAP,Kerfluffle,Natural Cure,Aroma Veil,Friend Guard,84,78,86,115,88,119,570
CAP,Pajantom,Comatose,,,84,133,71,51,111,101,551
CAP LC,Mumbao,Solar Power,Trace,Overcoat,55,30,64,87,73,66,375
CAP,Jumbao,Drought,Trace,Overcoat,92,63,97,124,104,96,576
CAP LC,Fawnifer,Overgrow,Lightning Rod,,49,61,42,52,40,76,320
CAP NFE,Electrelk,Overgrow,Galvanize,,59,81,67,57,55,101,420
CAP,Caribolt,Overgrow,Galvanize,,84,106,82,77,80,106,535
CAP LC,Smogecko,Blaze,Technician,,48,66,43,58,48,56,319
CAP NFE,Smoguana,Blaze,Technician,,68,86,53,68,68,76,419
CAP,Smokomodo,Blaze,Technician,,88,116,67,88,78,97,534
CAP LC,Swirlpool,Torrent,Poison Heal,,61,49,70,50,62,28,320
CAP NFE,Coribalis,Torrent,Poison Heal,,76,69,90,65,77,43,420
CAP,Snaelstrom,Torrent,Poison Heal,,91,94,110,80,97,63,535
CAP LC,Justyke,Levitate,Stalwart,Justified,72,70,56,83,68,30,379
CAP,Equilibra,Levitate,Stalwart,Justified,102,50,96,121,118,60,547
CAP LC,Solotl,Regenerator,Vital Spirit,Magician,68,48,34,72,24,84,330
CAP,Astrolotl,Regenerator,Vital Spirit,Magician,108,108,74,92,64,114,560
CAP LC,Miasmite,Neutralizing Gas,Hyper Cutter,Compound Eyes,40,85,60,52,52,44,333
CAP,Miasmaw,Neutralizing Gas,Hyper Cutter,Compound Eyes,85,135,60,115,85,92,572
CAP,Chromera,Color Change,,,85,85,115,115,100,100,600
CAP LC,Nohface,Frisk,Limber,Unnerve,50,73,50,30,50,80,333
CAP LC,Monohm,Shield Dust,Static,Damp,53,40,58,67,55,55,328
CAP NFE,Duohm,Shield Dust,Static,Damp,88,40,103,77,60,60,428
CAP LC,Dorsoil,Oblivious,Guts,Unnerve,103,72,52,61,52,65,405
CAP LC,Protowatt,Trace,Magic Guard,Minus,51,44,33,43,34,65,270
CAP,Venomicon,Stamina,Power of Alchemy,,85,70,113,118,90,64,540
CAP,Venomicon-Epilogue,Tinted Lens,,,85,102,85,63,85,120,540
CAP,Saharaja,Water Absorb,Serene Grace,,70,120,105,65,130,90,580
Illegal,Pokestar Smeargle,Own Tempo,Technician,Moody,55,20,35,20,45,75,250
Illegal,Pokestar UFO,Levitate,,,100,100,100,100,100,100,600
Illegal,Pokestar UFO-2,Levitate,,,100,100,100,100,100,100,600
Illegal,Pokestar Brycen-Man,Levitate,,,100,100,100,100,100,100,600
Illegal,Pokestar MT,Analytic,,,100,100,100,100,100,100,600
Illegal,Pokestar MT2,Flash Fire,,,100,100,100,100,100,100,600
Illegal,Pokestar Transport,Motor Drive,,,100,100,100,100,100,100,600
Illegal,Pokestar Giant,Huge Power,,,100,100,100,100,100,100,600
Illegal,Pokestar Humanoid,Insomnia,,,100,100,100,100,100,100,600
Illegal,Pokestar Monster,Pressure,,,100,100,100,100,100,100,600
Illegal,Pokestar F-00,Volt Absorb,,,100,100,100,100,100,100,600
Illegal,Pokestar F-002,Reckless,,,100,100,100,100,100,100,600
Illegal,Pokestar Spirit,Wonder Guard,,,100,100,100,100,100,100,600
Illegal,Pokestar Black Door,Early Bird,,,100,100,100,100,100,100,600
Illegal,Pokestar White Door,Blaze,,,100,100,100,100,100,100,600
Illegal,Pokestar Black Belt,Huge Power,,,100,100,100,100,100,100,600
Illegal,Pokestar UFO-PropU2,Levitate,,,100,100,100,100,100,100,600
